UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
萊姆威士忌,@CYW29705159,2022-11-20T16:50:20.000Z,"萊姆威士忌
@CYW29705159
·
21 Nov 2022從碩班開始就處得不錯的理髮師，雖然以前覺得他給人的感覺就是那種溫和的台派人，這次回台找他理髮，他第一次明確地說他支持陳時中民進黨，也說他的阿公阿媽也相當熱情，因為隔壁座位的其他熟客是支持蔣的教師，他都講得很小聲。離開前他默默秀了他爸跟陳時中的合照。只希望這些熱情能有好的結果。
17",,,17
Bruce Kuo,@kuo1912,2022-11-20T16:46:34.000Z,"Bruce Kuo
@kuo1912
·
21 Nov 2022Replying to 
@mg49k6591t
我二十多我支持陳時中，可惜我不是台北選區的。
1
25",1,,25
Hyuaa00,@hyuaa00,2022-11-20T16:39:49.000Z,"Hyuaa00
@hyuaa00
·
21 Nov 2022呱吉要投陳時中欸
and民進黨裡面的垃圾該清了。",,,
一人小劇場( ` ω ´ )不要煩,@gagachi,2022-11-20T16:26:45.000Z,"一人小劇場( ` ω ´ )不要煩
@gagachi
·
21 Nov 2022不禮貌鄉民團說綠營側翼看到國昌站台珊珊都崩潰。

開心到崩潰吧^^如果黃國昌去幫陳時中站台，我才會氣到睡不著。
86",,,86
新黨主席,@d0faw7J2DOdayOQ,2022-11-20T16:24:08.000Z,"新黨主席
@d0faw7J2DOdayOQ
·
21 Nov 2022陳時中遊行插曲!男「持刀闖宣傳車.搶麥」
https://youtube.com/watch?v=xTNvu679ox8…
蔡大姐頭，妳又叫黑道小弟出來演戲
youtube.com
陳時中遊行插曲!男「持刀闖宣傳車.搶麥」 ｜TVBS新聞
造勢頻頻遇到插曲！民進黨台北市長候選人陳時中，20號舉辦遊行，下午1點隊伍還沒出發，一名男子持刀衝上宣傳車，還搶了麥克風，但他剛要說話，就被警方團團包圍，噴辣椒水壓制，他自稱「有辦法解決中美問題」，想表達訴求，事後被依社維法送辦，另外，同一天陳時中到龍山寺參拜，也遇到民眾抗議。#九合一大選#造勢遊行#陳時中#TV...",,,
沈部,@deryoungshen,2022-11-20T16:19:00.000Z,"沈部
@deryoungshen
·
21 Nov 2022如果依照國民黨動員，必須發500元走路工、以及100元雙主菜便當的成本計算…

國民黨如果學陳時中這次動員10萬人大遊行的成本是6千萬！

然而，陳時中這次的政治捐獻只有9870萬5500元，其中9成是小額捐款。
6",,,6
"Fang, Chun-Hsien",@deva9ken,2022-11-20T16:16:41.000Z,"Fang, Chun-Hsien
@deva9ken
·
21 Nov 2022陳時中將炒房説成是炒股？！

陳時中是當台灣人是白痴？連什麼是炒房？什麼是炒股都會分不清楚？！

陳時中連個炒房都在講謊話；這款的人台北市民還能相信嗎？！
upmedia.mg
【獨家】陳時中遭爆選前急售高雄亞灣第一豪宅「國硯」　擺9年毛胚屋轉手獲利上看千萬元--上報
選前最後倒數「超級黃金周」，藍綠白陣營均卯足全力衝刺造勢！不過，《上報》近日接獲民眾爆料訊息指出，本......",,,
LÎM Su-Hông,@lim_suhong,2022-11-20T16:16:37.000Z,"LÎM Su-Hông
@lim_suhong
·
21 Nov 2022Replying to 
@TaiwanMikado
「陳時中不用負責嗎？」（設計對白）
1
4",,1,4
"Fang, Chun-Hsien",@deva9ken,2022-11-20T16:15:45.000Z,"Fang, Chun-Hsien
@deva9ken
·
21 Nov 2022是不是炒房不是看你買了房子之後多久才賣房，而是看你買了房之後，到底是真正的將房子拿來自住？還是就連裝潢房子的費用都不願意出，而只是將房子放著，等著高價脱手。

陳時中不是在炒房？什麼才是在炒房？
upmedia.mg
【獨家】陳時中遭爆選前急售高雄亞灣第一豪宅「國硯」　擺9年毛胚屋轉手獲利上看千萬元--上報
選前最後倒數「超級黃金周」，藍綠白陣營均卯足全力衝刺造勢！不過，《上報》近日接獲民眾爆料訊息指出，本......",,,
走馬看花,@jolene945,2022-11-20T16:12:52.000Z,"走馬看花
@jolene945
·
21 Nov 2022Replying to 
@jolene945
 and 
@TaipeiShihChung
二六=12 ，12號陳時中命中註定是首都市長
1",,,1
走馬看花,@jolene945,2022-11-20T16:08:42.000Z,"走馬看花
@jolene945
·
21 Nov 2022Replying to 
@TaipeiShihChung
陳時中26日一定會當選市長，為台北帶來平安吉祥。因為佛經早有預言：二六時中恆吉祥
1
1",1,,1
阿中,@yanzhonghuang3,2022-11-20T16:06:11.000Z,"阿中
@yanzhonghuang3
·
21 Nov 2022Replying to 
@EthanYu02240077
 and 
@duchengzhe
我比較懷疑蔡英文跟陳時中都有吃
1",1,,
阿中,@yanzhonghuang3,2022-11-20T16:05:47.000Z,"阿中
@yanzhonghuang3
·
21 Nov 2022Replying to 
@duchengzhe
可悲 陳時中擋疫苗就叫做反財團是嗎 笑死
1",,,1
阿中,@yanzhonghuang3,2022-11-20T16:04:42.000Z,"阿中
@yanzhonghuang3
·
21 Nov 2022Replying to 
@az642021
 and 
@DrStrangeEthan
那王世堅也挺珊你怎麼說?
不要陳時中爛就要給對手造謠
2
1",2,,1
"Fang, Chun-Hsien",@deva9ken,2022-11-20T16:01:11.000Z,"Fang, Chun-Hsien
@deva9ken
·
21 Nov 2022可悲又可恨的國民黨就只是會靠著「假民調、操弄棄保」、「販賣陳時中會當選的恐懼」、「抹紅、抹黑台灣人」在騙選票？！

11月26；2+6=8；票投8號黃珊珊，投完吃早餐
chinatimes.com
看到陳時中遊行造勢陣仗 徐巧芯爆選前「最後關鍵」 - 政治
九合一選舉投票前，最後一個超級星期天。民進黨台北市長候選人陳時中20日舉行「為愛而走」遊行，陣仗不小；無黨籍候選人黃珊珊則舉辦「偉大市民挺珊珊」大型造勢晚會，場面感人。國民黨台北市議員徐巧芯表示，台北市",,,
沈部,@deryoungshen,2022-11-20T15:55:01.000Z,"沈部
@deryoungshen
·
20 Nov 2022這可不是像藍營包遊覽車，北中南巡迴相互動員支援！這是可是在同一天，綠營各處的造勢場合…

台北市陳時中的大遊行超過10萬人！已經達到篤定當選票數的1/7！
1
8",1,,8
juijui,@juijuilee,2022-11-20T15:51:46.000Z,"juijui
@juijuilee
·
20 Nov 2022說好的「抗中保台」呢？陳時中昔赴中國投資 吳子嘉：抗中「不」保台才是陳態度！？【關鍵時刻】20221118-5 劉寶傑 吳子嘉 單厚之 林裕豐 https://youtu.be/PLeEyDCwZmA 來自 
@YouTube
youtube.com
說好的「抗中保台」呢？陳時中昔赴中國投資 吳子嘉：抗中「不」保台才是陳態度！？【關鍵時刻】20221118-5 劉寶傑 吳子嘉 單厚之...
綠能你不能！？民進黨「雙標」喊抗中卻賺人民幣！？ 吳子嘉：如浮動匯率為「騙票」？陳時中赴中簡介上標註「兩岸一家親」！？ 單厚之：「抗中保台」迴力鏢剛好而已…！當年不給小明入境、阻BNT…陳時中防疫雙標又政治化？ 單：綠搞過頭反被打臉！？買凶殺人又涉網路博弈！ 角頭吳明達捲柬埔寨詐騙賣豬仔…曝「台灣才是上游」！？【...",,,
takumi,@usahanablanc,2022-11-20T15:48:04.000Z,"takumi
@usahanablanc
·
20 Nov 2022Replying to 
@Lynn_Taiwan
 and 
@Irene16566829
我看到時間早一點的照片，還想說應該是人還沒進場，現在可以確定了，場子就這樣。還看到有人說…她的場子年輕人比陳時中多，這是怎麼比的呀？
1
2",1,,2
學習做惡魔,@monkey6222,2022-11-20T15:44:04.000Z,"學習做惡魔
@monkey6222
·
20 Nov 2022對比一下二場都是選前一個禮拜的遊行，今天阿中的「疼惜台北，為愛遊行」的人潮就知道一定比當時柯的多出非常多（阿中場沒空拍很可惜）。

回來馬上補看阿中遊行直播才知道人潮有多恐怖一路有多少人加入還有主動加油呼口號。
在考慮要不要拿給「全勤獎」去參加「選前之夜」

#陳時中
2
8
54",2,8,54
soyal,@soyal5,2022-11-20T15:40:07.000Z,"soyal
@soyal5
·
20 Nov 2022Replying to 
@FredWu20832202
, 
@TaipeiShihChung
 and 
@iingwen
英九配英文，
生出個陳時中。",,,
燁燁磨刀的大叔「Marco」,@Sy28219906,2022-11-20T15:38:03.000Z,"燁燁磨刀的大叔「Marco」
@Sy28219906
·
20 Nov 2022Replying to 
@cwctyty
羅斯福路五段那邊也有好幾個陳時中的掛布被破壞。
1",,,1
興達鴨,@starducks85522,2022-11-20T15:36:46.000Z,"興達鴨
@starducks85522
·
20 Nov 2022 on 
@YouTube
: [訪問完整] 我就是那個永不歇息的時鐘！陳時中疼惜台北為愛而走遊行湧15萬人 阿中感性喊話""這就是台北的勝利之路""台北不需要仇恨 讓我們用希望擁抱未來｜【焦點要聞】20221120｜三立iNEWS
youtube.com
[訪問完整] 我就是那個永不歇息的時鐘！陳時中疼惜台北為愛而走遊行湧15萬人 阿中感性喊話""這就是台北的勝利之路""台北不需要仇恨...
➲ iNEWS 最正新聞直播 https://youtu.be/CKjSm5ZeehE➲ 鄭知道了新頻道 快訂閱 https://reurl.cc/Mje4v➲王志郁+ 國際.理財全掌握 https://reurl.cc/RdWrkz➲追蹤鄭知道了粉絲團：http://bit.ly/2T9S5nB➲ 推特 htt...",,,
興達鴨,@starducks85522,2022-11-20T15:36:45.000Z,"興達鴨
@starducks85522
·
20 Nov 2022 on 
@YouTube
: 陳時中疼惜台北遊行現場擠爆！ 年輕人手舉「我首投挺阿中」支持－民視新聞
youtube.com
陳時中疼惜台北遊行現場擠爆！ 年輕人手舉「我首投挺阿中」支持－民視新聞
【#民視快新聞】即時中心／綜合報導九合一選舉選前最後一個週日，民進黨台北市長候選人陳時中「疼惜台北，為愛而走」大遊行今（20）日下午登場，現場用入大批支持者相挺擠爆，更有年輕人手舉「我首投挺阿中」，現場氣氛熱烈。--看新聞：https://www.ftvnews.com.tw/news/detail/2022B2...",,,
hò͘-sù-kóng_,@houshugung,2022-11-20T15:33:16.000Z,"hò͘-sù-kóng_
@houshugung
·
20 Nov 2022Replying to 
@KobySakamoto
我感覺
陳時中的魅力就在於此
在台北生活久的人
其實打從心裡就是希望能有個明亮的人出現
長久以來充斥著黑金政治
對政治總是感到越來越灰心
總是在爛蘋果裡找一個感覺比較不爛的
當初柯文哲就是這樣選上的
第二任看來看去還是無奈地投給柯文哲
因為那時候對姚文智完全沒印象
怎知柯文哲這傢伙權欲薰心
3",,,3
King Richard,@KingRic68254158,2022-11-20T15:23:46.000Z,"King Richard
@KingRic68254158
·
20 Nov 2022Replying to 
@TaipeiShihChung
, 
@usahanablanc
 and 
@iingwen
沒讀書、沒腦袋，才會投給陳時中，害死一堆台灣人",,,
上帝不擲骰子,@QED_2022,2022-11-20T15:10:35.000Z,"上帝不擲骰子
@QED_2022
·
20 Nov 2022Replying to 
@jackie516891
陳時中做的最錯的就是沒有讓病毒天擇掉某些智商低於平均值的生物。
1
2",,1,2
Dagigi,@Dagigilee0122,2022-11-20T14:58:39.000Z,"Dagigi
@Dagigilee0122
·
20 Nov 2022Replying to 
@ltntw
這次選舉就是一直看到有藍白粉鬧陳時中的場，沒任何綠的去鬧藍白的場，各自陣營的民主素養的高低已經顯而易見，這也是藍白一直打負面選舉製造仇恨帶來的，這次選舉必須終結這種選舉方式！
29",,,29
何立人&蔡佳芳,@DozjqdWMmhLJC2c,2022-11-20T14:57:34.000Z,"何立人&蔡佳芳
@DozjqdWMmhLJC2c
·
20 Nov 2022陳時中遊行遭持刀鬧場！社維法送辦
msn.com
陳時中遊行遭持刀鬧場！社維法送辦
民進黨台北市長候選人陳時中今（20）日下午兩點舉辦「疼惜台北，為愛而走」大遊行，但在會前民眾集合時卻發生突發狀況，一名男子手持利刃衝上宣傳車，威脅車上人員「交出麥克風」，遭警方以強勢警力緊急架離。北市...",,,
,@crimisone,2022-11-20T14:51:03.000Z,"@crimisone
·
20 Nov 2022希望下週的這個時刻我已經可以喊
陳時中市長
林佳龍市長
蔡適應市長
鄭運鵬市長
沈慧虹市長
徐定禎縣長
蔡其昌市長
Kolas縣長

#寫不完了總之希望一片綠地啦
7",,,7
一咻,@Heng306,2022-11-20T14:50:55.000Z,"一咻
@Heng306
·
20 Nov 2022陳時中的背心真的很好看",,,
tequilak,@tequilakao,2022-11-20T14:44:34.000Z,"tequilak
@tequilakao
·
20 Nov 2022Replying to 
@Irene16566829
宋楚瑜如果最後出來挺陳時中,那才是真的高潮
1
29",1,,29
乳房外科 高理鈞醫師,@Dr_Kao_LiChun,2022-11-20T14:39:10.000Z,"乳房外科 高理鈞醫師
@Dr_Kao_LiChun
·
20 Nov 2022談疫苗掮客 薛瑞元：陳時中不知道擋了多少「疫苗騙子」
news.ltn.com.tw
談疫苗掮客 薛瑞元：陳時中不知道擋了多少「疫苗騙子」 - 政治 - 自由時報電子報
衛福部長薛瑞元替民進黨台北市長候選人陳時中抱不平，直言陳時中仇恨值高是因為擋了疫苗掮客，無黨籍台北市長候選人黃珊珊要求把掮客名字公佈出來。對此薛瑞元今（20日）再表示，疫苗掮客多要求要先付訂金，只要騙成功一次，就能獲利上億元，若真的付錢，被「擺爛」捲款而逃都沒辦法處理，疫情期間不知道擋掉多少這種「疫苗騙子！」薛瑞元今天出席罕病基金會頒獎典禮，會前接受媒體聯訪時被問到日前曾指出陳時中仇恨值高，...
1",,,1
何立人&蔡佳芳,@DozjqdWMmhLJC2c,2022-11-20T14:39:06.000Z,"何立人&蔡佳芳
@DozjqdWMmhLJC2c
·
20 Nov 2022陳時中超級星期天辦遊行 支持者沿途擠爆熱情相挺
msn.com
陳時中超級星期天辦遊行 支持者沿途擠爆熱情相挺
今（20）日是選前超級星期天，民進黨台北市長候選人陳時中今天舉行「疼惜台北為愛而走」大遊行，遊行從陳時中競選總部展開，要一路遊行至台北市政府前廣場。而在遊行過程聲勢浩蕩，沿途都有不少民眾夾道歡迎，反應熱烈。陳時中出發時說，請堅定支持我們的候選人，但不要仇恨對方，台灣禁不起撕裂對立，要把風氣轉變過來，一起努力帶著愛與包容走向市政府。",,,
Yao Zhang 張堯,@yaozhang02,2022-11-20T14:36:58.000Z,"Yao Zhang 張堯
@yaozhang02
·
20 Nov 2022外國記者為選舉訪台 驚嘆台灣選舉集會！陳時中「台北大遊行」人潮塞爆！(2022/11/20) https://youtu.be/BgiAK9w8Dow 来自 
@YouTube
youtube.com
外國記者為選舉訪台 驚嘆台灣選舉集會！陳時中「台北大遊行」人潮塞爆！(2022/11/20)
联系邮箱及Paypal账户：yaozhang2020@protonmail.comTwitter: https://twitter.com/yaozhang02#台灣 #陳時中 #台北
4
5
35",4,5,35
Koby 坂本晉作,@KobySakamoto,2022-11-20T14:36:54.000Z,"Koby 坂本晉作
@KobySakamoto
·
20 Nov 2022重點不在於陳時中防疫團隊的人選有多優秀
真正厲害的地方是、陳時中能將這麼多將才人物齊聚一堂、為同一目標奮鬥而且歷時長久
要不是一個偉大的領導人物是做不到的
https://toyforgorden.blogspot.com/2022/11/blog-post_18.html…
3
12
118",3,12,118
興達鴨,@starducks85522,2022-11-20T14:36:52.000Z,"興達鴨
@starducks85522
·
20 Nov 2022 on 
@YouTube
: [訪問完整] 台北消失的8年讓陳時中追回來！鄭弘儀站台阿中""為愛而走""遊行 讚陳時中情緒控制比柯文哲好萬倍 台北不需要仇恨｜【焦點要聞】20221120｜三立iNEWS
youtube.com
[訪問完整] 台北消失的8年讓陳時中追回來！鄭弘儀站台阿中""為愛而走""遊行 讚陳時中情緒控制比柯文哲好萬倍 台北不需要仇恨｜【焦點要聞...
➲ iNEWS 最正新聞直播 https://youtu.be/CKjSm5ZeehE➲ 鄭知道了新頻道 快訂閱 https://reurl.cc/Mje4v➲王志郁+ 國際.理財全掌握 https://reurl.cc/RdWrkz➲追蹤鄭知道了粉絲團：http://bit.ly/2T9S5nB➲ 推特 htt...
1",,,1
nick,@nicklllllnick,2022-11-20T14:34:00.000Z,"nick
@nicklllllnick
·
20 Nov 20221120的大遊行非常成功，從一開始的氣勢低迷，到目前氣勢如虹！我們沒有鬆懈的本錢，1126票票入匭，民進黨加油！
其它遊行照片歡迎各位取用

https://iiil.io/it4K

#陳時中 
#民進黨
10",,,10
吳奕軍 JasonWu,@jasonbosox,2022-11-20T14:32:19.000Z,"吳奕軍 JasonWu
@jasonbosox
·
20 Nov 2022今天秋高氣爽大遊行！
數萬人陪 #陳時中 從競總走向台北市政府！
@TaipeiShihChung
1
10
84",1,10,84
崔文政,@wenz331,2022-11-20T14:30:37.000Z,"崔文政
@wenz331
·
20 Nov 2022Replying to 
@vic22111
除了陳時中，選誰當然都讚啦！",,,
Verreetmiroir,@verreetmiroir,2022-11-20T14:27:41.000Z,"Verreetmiroir
@verreetmiroir
·
20 Nov 2022Replying to 
@usahanablanc
  台北停擺八年，時鐘必須重新上發條，選陳時中啦！
11",,,11
高雄林小姐,@ksmisslin,2022-11-20T14:27:31.000Z,"高雄林小姐
@ksmisslin
·
20 Nov 2022「交出麥克風！」持刀男亂遊行遭警架離｜誰是疫苗掮客？陳時中：我現在在選舉 20221120
傳送門 https://youtu.be/Dd06FfU2lmg
#台灣Vtuber #Vtuber #情感故事 #生活資訊 #高雄林小姐 
廣告合作贊助：twmisslin@gmail.com 
《高雄林小姐》：https://pse.is/ssbbb
1
1
3",1,1,3
高雄林小姐,@ksmisslin,2022-11-20T14:26:15.000Z,"高雄林小姐
@ksmisslin
·
20 Nov 2022陳時中遭爆赴大陸交流，柯P：有中國鵬就有中國中｜批柯文哲高虹安新白色恐怖，柯建銘：選後從台灣政治消失 20221118
傳送門 https://youtu.be/sJTkowfCqsg
#台灣Vtuber #Vtuber #情感故事 #生活資訊 #高雄林小姐 
廣告合作贊助：twmisslin@gmail.com 
《高雄林小姐》：https://pse.is/ssbbb
1
2",1,,2
高雄林小姐,@ksmisslin,2022-11-20T14:25:54.000Z,"高雄林小姐
@ksmisslin
·
20 Nov 2022批蔣萬安辭立委效率，陳時中又自介鬧笑話！｜遭網軍騷擾！王世堅：家人希望以後別選了 20221117
傳送門 https://youtu.be/1abUjRO-ihg
#台灣Vtuber #Vtuber #情感故事 #生活資訊 #高雄林小姐 
廣告合作贊助：twmisslin@gmail.com 
《高雄林小姐》：https://pse.is/ssbbb
1
2",1,,2
高雄林小姐,@ksmisslin,2022-11-20T14:25:28.000Z,"高雄林小姐
@ksmisslin
·
20 Nov 2022青少年自殺率高因台灣高樓多？民團轟政府搞錯重點！｜稱可能魔獸想蹭我熱度惹眾怒，陳時中連蹭人都要佔便宜！ 20221116
傳送門 https://youtu.be/AxEDFniYwZk
#台灣Vtuber #Vtuber #情感故事 #生活資訊 #高雄林小姐 
廣告合作贊助：twmisslin@gmail.com 
《高雄林小姐》：https://pse.is/ssbbb
1
2",1,,2
